"PLAN_CARRIER_CODE","PLAN_FLIGHT_NUMBER","PLAN_FLIGHT_NUMBER_CHAR4","PLAN_FLIGHT_SEQ_NUMBER","PLAN_DEPARTURE_DATETIME_LOCAL","PLAN_DEPARTURE_DATE_LOCAL","PLAN_DEPARTURE_TIME_LOCAL","PLAN_DEPARTURE_DATETIME_UTC","PLAN_DEPARTURE_DATE_UTC","PLAN_DEPARTURE_TIME_UTC","PLAN_ARRIVAL_DATETIME_LOCAL","PLAN_ARRIVAL_DATE_LOCAL","PLAN_ARRIVAL_TIME_LOCAL","PLAN_ARRIVAL_DATETIME_UTC","PLAN_ARRIVAL_DATE_UTC","PLAN_ARRIVAL_TIME_UTC","PLAN_DEPARTURE_STATION","PLAN_ARRIVAL_STATION","PLAN_START_OF_OPERATION","PLAN_END_OF_OPERATION","PLAN_DAYS_OF_OPERATION","PLAN_AC_OWNER","PLAN_SERVICE_TYPE","PLAN_AC_TYPE"
"AY",819,"0819","01",25.11.2017 20:10:00,25.11.2017 00:00:00,01.01.1900 20:10:00,25.11.2017 18:10:00,25.11.2017 00:00:00,01.01.1900 18:10:00,25.11.2017 20:10:00,25.11.2017 00:00:00,01.01.1900 20:10:00,25.11.2017 19:10:00,25.11.2017 00:00:00,01.01.1900 19:10:00,"HEL","ARN",25.11.2017 00:00:00,25.11.2017 00:00:00,"     6 ","AY","J","32B"
"AY",151,"0151","01",25.11.2017 20:10:00,25.11.2017 00:00:00,01.01.1900 20:10:00,25.11.2017 18:10:00,25.11.2017 00:00:00,01.01.1900 18:10:00,26.11.2017 11:15:00,26.11.2017 00:00:00,01.01.1900 11:15:00,26.11.2017 04:15:00,26.11.2017 00:00:00,01.01.1900 04:15:00,"HEL","HKT",04.11.2017 00:00:00,17.03.2018 00:00:00,"     6 ","AY","J","359"
"AY",451,"0451","01",25.11.2017 20:15:00,25.11.2017 00:00:00,01.01.1900 20:15:00,25.11.2017 18:15:00,25.11.2017 00:00:00,01.01.1900 18:15:00,25.11.2017 21:15:00,25.11.2017 00:00:00,01.01.1900 21:15:00,25.11.2017 19:15:00,25.11.2017 00:00:00,01.01.1900 19:15:00,"HEL","OUL",18.11.2017 00:00:00,02.12.2017 00:00:00," 2   6 ","AY","J","32B"
"AY",1256,"1256","01",25.11.2017 19:20:00,25.11.2017 00:00:00,01.01.1900 19:20:00,25.11.2017 18:20:00,25.11.2017 00:00:00,01.01.1900 18:20:00,25.11.2017 22:40:00,25.11.2017 00:00:00,01.01.1900 22:40:00,25.11.2017 20:40:00,25.11.2017 00:00:00,01.01.1900 20:40:00,"BUD","HEL",29.10.2017 00:00:00,23.12.2017 00:00:00," 2 4 67","AY","J","319"
"AY",121,"0121","01",25.11.2017 20:20:00,25.11.2017 00:00:00,01.01.1900 20:20:00,25.11.2017 18:20:00,25.11.2017 00:00:00,01.01.1900 18:20:00,26.11.2017 06:35:00,26.11.2017 00:00:00,01.01.1900 06:35:00,26.11.2017 01:05:00,26.11.2017 00:00:00,01.01.1900 01:05:00,"HEL","DEL",30.10.2017 00:00:00,23.12.2017 00:00:00,"12 4 6 ","AY","J","333"
"AY",1416,"1416","01",25.11.2017 19:25:00,25.11.2017 00:00:00,01.01.1900 19:25:00,25.11.2017 18:25:00,25.11.2017 00:00:00,01.01.1900 18:25:00,25.11.2017 22:55:00,25.11.2017 00:00:00,01.01.1900 22:55:00,25.11.2017 20:55:00,25.11.2017 00:00:00,01.01.1900 20:55:00,"FRA","HEL",04.11.2017 00:00:00,24.03.2018 00:00:00,"     6 ","AY","J","319"
"AY",1224,"1224","01",25.11.2017 19:35:00,25.11.2017 00:00:00,01.01.1900 19:35:00,25.11.2017 18:35:00,25.11.2017 00:00:00,01.01.1900 18:35:00,25.11.2017 22:50:00,25.11.2017 00:00:00,01.01.1900 22:50:00,25.11.2017 20:50:00,25.11.2017 00:00:00,01.01.1900 20:50:00,"PRG","HEL",04.11.2017 00:00:00,09.12.2017 00:00:00,"     6 ","AY","J","320"
"AY",537,"0537","01",25.11.2017 20:45:00,25.11.2017 00:00:00,01.01.1900 20:45:00,25.11.2017 18:45:00,25.11.2017 00:00:00,01.01.1900 18:45:00,25.11.2017 22:05:00,25.11.2017 00:00:00,01.01.1900 22:05:00,25.11.2017 20:05:00,25.11.2017 00:00:00,01.01.1900 20:05:00,"HEL","RVN",25.11.2017 00:00:00,16.12.2017 00:00:00,"     6 ","AY","J","321"
"AY",1969,"1969","01",25.11.2017 20:45:00,25.11.2017 00:00:00,01.01.1900 20:45:00,25.11.2017 18:45:00,25.11.2017 00:00:00,01.01.1900 18:45:00,26.11.2017 04:55:00,26.11.2017 00:00:00,01.01.1900 04:55:00,26.11.2017 00:55:00,26.11.2017 00:00:00,01.01.1900 00:55:00,"HEL","DXB",29.10.2017 00:00:00,24.03.2018 00:00:00,"   4 67","AY","J","32B"
"AY",994,"0994","01",25.11.2017 19:00:00,25.11.2017 00:00:00,01.01.1900 19:00:00,25.11.2017 19:00:00,25.11.2017 00:00:00,01.01.1900 19:00:00,26.11.2017 00:30:00,26.11.2017 00:00:00,01.01.1900 00:30:00,25.11.2017 22:30:00,25.11.2017 00:00:00,01.01.1900 22:30:00,"KEF","HEL",04.11.2017 00:00:00,24.03.2018 00:00:00,"     6 ","AY","J","32B"
"AY",960,"0960","01",25.11.2017 20:10:00,25.11.2017 00:00:00,01.01.1900 20:10:00,25.11.2017 19:10:00,25.11.2017 00:00:00,01.01.1900 19:10:00,25.11.2017 22:50:00,25.11.2017 00:00:00,01.01.1900 22:50:00,25.11.2017 20:50:00,25.11.2017 00:00:00,01.01.1900 20:50:00,"CPH","HEL",25.11.2017 00:00:00,25.11.2017 00:00:00,"     6 ","AY","J","320"
"AY",918,"0918","01",25.11.2017 20:20:00,25.11.2017 00:00:00,01.01.1900 20:20:00,25.11.2017 19:20:00,25.11.2017 00:00:00,01.01.1900 19:20:00,25.11.2017 22:45:00,25.11.2017 00:00:00,01.01.1900 22:45:00,25.11.2017 20:45:00,25.11.2017 00:00:00,01.01.1900 20:45:00,"OSL","HEL",30.10.2017 00:00:00,23.12.2017 00:00:00,"123456 ","AY","J","319"
"AY",1342,"1342","01",25.11.2017 19:25:00,25.11.2017 00:00:00,01.01.1900 19:25:00,25.11.2017 19:25:00,25.11.2017 00:00:00,01.01.1900 19:25:00,26.11.2017 00:15:00,26.11.2017 00:00:00,01.01.1900 00:15:00,25.11.2017 22:15:00,25.11.2017 00:00:00,01.01.1900 22:15:00,"LHR","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",820,"0820","01",25.11.2017 20:45:00,25.11.2017 00:00:00,01.01.1900 20:45:00,25.11.2017 19:45:00,25.11.2017 00:00:00,01.01.1900 19:45:00,25.11.2017 22:40:00,25.11.2017 00:00:00,01.01.1900 22:40:00,25.11.2017 20:40:00,25.11.2017 00:00:00,01.01.1900 20:40:00,"ARN","HEL",25.11.2017 00:00:00,25.11.2017 00:00:00,"     6 ","AY","J","32B"
"AY",1674,"1674","01",25.11.2017 21:05:00,25.11.2017 00:00:00,01.01.1900 21:05:00,25.11.2017 20:05:00,25.11.2017 00:00:00,01.01.1900 20:05:00,26.11.2017 02:35:00,26.11.2017 00:00:00,01.01.1900 02:35:00,26.11.2017 00:35:00,26.11.2017 00:00:00,01.01.1900 00:35:00,"AGP","HEL",25.11.2017 00:00:00,25.11.2017 00:00:00,"     6 ","AY","J","320"
"AY",454,"0454","01",25.11.2017 22:05:00,25.11.2017 00:00:00,01.01.1900 22:05:00,25.11.2017 20:05:00,25.11.2017 00:00:00,01.01.1900 20:05:00,25.11.2017 23:05:00,25.11.2017 00:00:00,01.01.1900 23:05:00,25.11.2017 21:05:00,25.11.2017 00:00:00,01.01.1900 21:05:00,"OUL","HEL",11.11.2017 00:00:00,02.12.2017 00:00:00,"     6 ","AY","J","32B"
"AY",143,"0143","01",25.11.2017 22:55:00,25.11.2017 00:00:00,01.01.1900 22:55:00,25.11.2017 20:55:00,25.11.2017 00:00:00,01.01.1900 20:55:00,26.11.2017 13:40:00,26.11.2017 00:00:00,01.01.1900 13:40:00,26.11.2017 06:40:00,26.11.2017 00:00:00,01.01.1900 06:40:00,"HEL","BKK",19.11.2017 00:00:00,29.11.2017 00:00:00,"1234567","AY","J","333"
"AY",99,"0099","01",25.11.2017 23:45:00,25.11.2017 00:00:00,01.01.1900 23:45:00,25.11.2017 21:45:00,25.11.2017 00:00:00,01.01.1900 21:45:00,26.11.2017 15:30:00,26.11.2017 00:00:00,01.01.1900 15:30:00,26.11.2017 07:30:00,26.11.2017 00:00:00,01.01.1900 07:30:00,"HEL","HKG",29.10.2017 00:00:00,22.12.2017 00:00:00,"1234567","AY","J","359"
"AY",449,"0449","01",25.11.2017 23:55:00,25.11.2017 00:00:00,01.01.1900 23:55:00,25.11.2017 21:55:00,25.11.2017 00:00:00,01.01.1900 21:55:00,26.11.2017 00:55:00,26.11.2017 00:00:00,01.01.1900 00:55:00,25.11.2017 22:55:00,25.11.2017 00:00:00,01.01.1900 22:55:00,"HEL","OUL",29.10.2017 00:00:00,23.12.2017 00:00:00,"1234567","AY","J","320"
"AY",131,"0131","01",25.11.2017 23:55:00,25.11.2017 00:00:00,01.01.1900 23:55:00,25.11.2017 21:55:00,25.11.2017 00:00:00,01.01.1900 21:55:00,26.11.2017 17:10:00,26.11.2017 00:00:00,01.01.1900 17:10:00,26.11.2017 09:10:00,26.11.2017 00:00:00,01.01.1900 09:10:00,"HEL","SIN",29.10.2017 00:00:00,21.12.2017 00:00:00,"12 4 67","AY","J","359"
"AY",6,"0006","01",25.11.2017 17:45:00,25.11.2017 00:00:00,01.01.1900 17:45:00,25.11.2017 22:45:00,25.11.2017 00:00:00,01.01.1900 22:45:00,26.11.2017 08:50:00,26.11.2017 00:00:00,01.01.1900 08:50:00,26.11.2017 06:50:00,26.11.2017 00:00:00,01.01.1900 06:50:00,"JFK","HEL",05.11.2017 00:00:00,10.03.2018 00:00:00,"1234567","AY","J","333"
"AY",142,"0142","01",26.11.2017 09:05:00,26.11.2017 00:00:00,01.01.1900 09:05:00,26.11.2017 02:05:00,26.11.2017 00:00:00,01.01.1900 02:05:00,26.11.2017 14:55:00,26.11.2017 00:00:00,01.01.1900 14:55:00,26.11.2017 12:55:00,26.11.2017 00:00:00,01.01.1900 12:55:00,"BKK","HEL",29.10.2017 00:00:00,24.03.2018 00:00:00,"1234567","AY","J","359"
"AY",42,"0042","01",26.11.2017 11:05:00,26.11.2017 00:00:00,01.01.1900 11:05:00,26.11.2017 02:05:00,26.11.2017 00:00:00,01.01.1900 02:05:00,26.11.2017 14:15:00,26.11.2017 00:00:00,01.01.1900 14:15:00,26.11.2017 12:15:00,26.11.2017 00:00:00,01.01.1900 12:15:00,"ICN","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",88,"0088","01",26.11.2017 10:05:00,26.11.2017 00:00:00,01.01.1900 10:05:00,26.11.2017 02:05:00,26.11.2017 00:00:00,01.01.1900 02:05:00,26.11.2017 14:20:00,26.11.2017 00:00:00,01.01.1900 14:20:00,26.11.2017 12:20:00,26.11.2017 00:00:00,01.01.1900 12:20:00,"PVG","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",1970,"1970","01",26.11.2017 06:05:00,26.11.2017 00:00:00,01.01.1900 06:05:00,26.11.2017 02:05:00,26.11.2017 00:00:00,01.01.1900 02:05:00,26.11.2017 10:35:00,26.11.2017 00:00:00,01.01.1900 10:35:00,26.11.2017 08:35:00,26.11.2017 00:00:00,01.01.1900 08:35:00,"DXB","HEL",30.10.2017 00:00:00,24.12.2017 00:00:00,"1   5 7","AY","J","32B"
"AY",78,"0078","01",26.11.2017 11:45:00,26.11.2017 00:00:00,01.01.1900 11:45:00,26.11.2017 02:45:00,26.11.2017 00:00:00,01.01.1900 02:45:00,26.11.2017 15:10:00,26.11.2017 00:00:00,01.01.1900 15:10:00,26.11.2017 13:10:00,26.11.2017 00:00:00,01.01.1900 13:10:00,"KIX","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"12 4 67","AY","J","333"
"AY",74,"0074","01",26.11.2017 11:55:00,26.11.2017 00:00:00,01.01.1900 11:55:00,26.11.2017 02:55:00,26.11.2017 00:00:00,01.01.1900 02:55:00,26.11.2017 15:20:00,26.11.2017 00:00:00,01.01.1900 15:20:00,26.11.2017 13:20:00,26.11.2017 00:00:00,01.01.1900 13:20:00,"NRT","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",80,"0080","01",26.11.2017 11:55:00,26.11.2017 00:00:00,01.01.1900 11:55:00,26.11.2017 02:55:00,26.11.2017 00:00:00,01.01.1900 02:55:00,26.11.2017 15:10:00,26.11.2017 00:00:00,01.01.1900 15:10:00,26.11.2017 13:10:00,26.11.2017 00:00:00,01.01.1900 13:10:00,"NGO","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00," 2 4567","AY","J","333"
"AY",102,"0102","01",26.11.2017 11:05:00,26.11.2017 00:00:00,01.01.1900 11:05:00,26.11.2017 03:05:00,26.11.2017 00:00:00,01.01.1900 03:05:00,26.11.2017 15:45:00,26.11.2017 00:00:00,01.01.1900 15:45:00,26.11.2017 13:45:00,26.11.2017 00:00:00,01.01.1900 13:45:00,"HKG","HEL",05.11.2017 00:00:00,18.03.2018 00:00:00,"      7","AY","J","359"
"AY",86,"0086","01",26.11.2017 11:35:00,26.11.2017 00:00:00,01.01.1900 11:35:00,26.11.2017 03:35:00,26.11.2017 00:00:00,01.01.1900 03:35:00,26.11.2017 14:10:00,26.11.2017 00:00:00,01.01.1900 14:10:00,26.11.2017 12:10:00,26.11.2017 00:00:00,01.01.1900 12:10:00,"PEK","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",8,"0008","01",25.11.2017 22:55:00,25.11.2017 00:00:00,01.01.1900 22:55:00,26.11.2017 03:55:00,26.11.2017 00:00:00,01.01.1900 03:55:00,26.11.2017 15:30:00,26.11.2017 00:00:00,01.01.1900 15:30:00,26.11.2017 13:30:00,26.11.2017 00:00:00,01.01.1900 13:30:00,"MIA","HEL",10.11.2017 00:00:00,11.03.2018 00:00:00,"    5 7","AY","J","333"
"AY",450,"0450","01",26.11.2017 06:00:00,26.11.2017 00:00:00,01.01.1900 06:00:00,26.11.2017 04:00:00,26.11.2017 00:00:00,01.01.1900 04:00:00,26.11.2017 07:00:00,26.11.2017 00:00:00,01.01.1900 07:00:00,26.11.2017 05:00:00,26.11.2017 00:00:00,01.01.1900 05:00:00,"OUL","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",1691,"1691","01",26.11.2017 06:00:00,26.11.2017 00:00:00,01.01.1900 06:00:00,26.11.2017 04:00:00,26.11.2017 00:00:00,01.01.1900 04:00:00,26.11.2017 10:30:00,26.11.2017 00:00:00,01.01.1900 10:30:00,26.11.2017 10:30:00,26.11.2017 00:00:00,01.01.1900 10:30:00,"HEL","TFS",29.10.2017 00:00:00,24.03.2018 00:00:00,"  34567","AY","J","32B"
"AY",1721,"1721","01",26.11.2017 06:05:00,26.11.2017 00:00:00,01.01.1900 06:05:00,26.11.2017 04:05:00,26.11.2017 00:00:00,01.01.1900 04:05:00,26.11.2017 10:35:00,26.11.2017 00:00:00,01.01.1900 10:35:00,26.11.2017 10:35:00,26.11.2017 00:00:00,01.01.1900 10:35:00,"HEL","LPA",29.10.2017 00:00:00,18.03.2018 00:00:00,"      7","AY","J","32B"
"AY",122,"0122","01",26.11.2017 10:35:00,26.11.2017 00:00:00,01.01.1900 10:35:00,26.11.2017 05:05:00,26.11.2017 00:00:00,01.01.1900 05:05:00,26.11.2017 14:45:00,26.11.2017 00:00:00,01.01.1900 14:45:00,26.11.2017 12:45:00,26.11.2017 00:00:00,01.01.1900 12:45:00,"DEL","HEL",22.11.2017 00:00:00,28.11.2017 00:00:00," 23  67","AY","J","333"
"AY",1571,"1571","01",26.11.2017 07:35:00,26.11.2017 00:00:00,01.01.1900 07:35:00,26.11.2017 05:35:00,26.11.2017 00:00:00,01.01.1900 05:35:00,26.11.2017 09:40:00,26.11.2017 00:00:00,01.01.1900 09:40:00,26.11.2017 08:40:00,26.11.2017 00:00:00,01.01.1900 08:40:00,"HEL","CDG",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1391,"1391","01",26.11.2017 07:40:00,26.11.2017 00:00:00,01.01.1900 07:40:00,26.11.2017 05:40:00,26.11.2017 00:00:00,01.01.1900 05:40:00,26.11.2017 09:05:00,26.11.2017 00:00:00,01.01.1900 09:05:00,26.11.2017 08:05:00,26.11.2017 00:00:00,01.01.1900 08:05:00,"HEL","DUS",22.11.2017 00:00:00,26.11.2017 00:00:00,"  3   7","AY","J","319"
"AY",1411,"1411","01",26.11.2017 07:40:00,26.11.2017 00:00:00,01.01.1900 07:40:00,26.11.2017 05:40:00,26.11.2017 00:00:00,01.01.1900 05:40:00,26.11.2017 09:20:00,26.11.2017 00:00:00,01.01.1900 09:20:00,26.11.2017 08:20:00,26.11.2017 00:00:00,01.01.1900 08:20:00,"HEL","FRA",26.11.2017 00:00:00,28.11.2017 00:00:00," 2    7","AY","J","320"
"AY",1431,"1431","01",26.11.2017 07:45:00,26.11.2017 00:00:00,01.01.1900 07:45:00,26.11.2017 05:45:00,26.11.2017 00:00:00,01.01.1900 05:45:00,26.11.2017 08:40:00,26.11.2017 00:00:00,01.01.1900 08:40:00,26.11.2017 07:40:00,26.11.2017 00:00:00,01.01.1900 07:40:00,"HEL","TXL",19.11.2017 00:00:00,26.11.2017 00:00:00,"1     7","AY","J","321"
"AY",1381,"1381","01",26.11.2017 07:50:00,26.11.2017 00:00:00,01.01.1900 07:50:00,26.11.2017 05:50:00,26.11.2017 00:00:00,01.01.1900 05:50:00,26.11.2017 08:55:00,26.11.2017 00:00:00,01.01.1900 08:55:00,26.11.2017 08:55:00,26.11.2017 00:00:00,01.01.1900 08:55:00,"HEL","DUB",29.10.2017 00:00:00,21.03.2018 00:00:00,"  3   7","AY","J","319"
"AY",1511,"1511","01",26.11.2017 07:55:00,26.11.2017 00:00:00,01.01.1900 07:55:00,26.11.2017 05:55:00,26.11.2017 00:00:00,01.01.1900 05:55:00,26.11.2017 09:45:00,26.11.2017 00:00:00,01.01.1900 09:45:00,26.11.2017 08:45:00,26.11.2017 00:00:00,01.01.1900 08:45:00,"HEL","ZRH",26.11.2017 00:00:00,03.12.2017 00:00:00,"      7","AY","J","319"
"AY",1331,"1331","01",26.11.2017 08:00:00,26.11.2017 00:00:00,01.01.1900 08:00:00,26.11.2017 06:00:00,26.11.2017 00:00:00,01.01.1900 06:00:00,26.11.2017 09:10:00,26.11.2017 00:00:00,01.01.1900 09:10:00,26.11.2017 09:10:00,26.11.2017 00:00:00,01.01.1900 09:10:00,"HEL","LHR",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",152,"0152","01",26.11.2017 13:05:00,26.11.2017 00:00:00,01.01.1900 13:05:00,26.11.2017 06:05:00,26.11.2017 00:00:00,01.01.1900 06:05:00,26.11.2017 19:15:00,26.11.2017 00:00:00,01.01.1900 19:15:00,26.11.2017 17:15:00,26.11.2017 00:00:00,01.01.1900 17:15:00,"HKT","HEL",05.11.2017 00:00:00,18.03.2018 00:00:00,"      7","AY","J","359"
"AY",1751,"1751","01",26.11.2017 08:05:00,26.11.2017 00:00:00,01.01.1900 08:05:00,26.11.2017 06:05:00,26.11.2017 00:00:00,01.01.1900 06:05:00,26.11.2017 10:10:00,26.11.2017 00:00:00,01.01.1900 10:10:00,26.11.2017 09:10:00,26.11.2017 00:00:00,01.01.1900 09:10:00,"HEL","MXP",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",1301,"1301","01",26.11.2017 08:15:00,26.11.2017 00:00:00,01.01.1900 08:15:00,26.11.2017 06:15:00,26.11.2017 00:00:00,01.01.1900 06:15:00,26.11.2017 09:55:00,26.11.2017 00:00:00,01.01.1900 09:55:00,26.11.2017 08:55:00,26.11.2017 00:00:00,01.01.1900 08:55:00,"HEL","AMS",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",913,"0913","01",26.11.2017 08:30:00,26.11.2017 00:00:00,01.01.1900 08:30:00,26.11.2017 06:30:00,26.11.2017 00:00:00,01.01.1900 06:30:00,26.11.2017 09:00:00,26.11.2017 00:00:00,01.01.1900 09:00:00,26.11.2017 08:00:00,26.11.2017 00:00:00,01.01.1900 08:00:00,"HEL","OSL",29.10.2017 00:00:00,24.03.2018 00:00:00,"     67","AY","J","319"
"AY",1471,"1471","01",26.11.2017 08:30:00,26.11.2017 00:00:00,01.01.1900 08:30:00,26.11.2017 06:30:00,26.11.2017 00:00:00,01.01.1900 06:30:00,26.11.2017 10:00:00,26.11.2017 00:00:00,01.01.1900 10:00:00,26.11.2017 09:00:00,26.11.2017 00:00:00,01.01.1900 09:00:00,"HEL","VIE",23.11.2017 00:00:00,26.11.2017 00:00:00,"   4  7","AY","J","32B"
"AY",435,"0435","01",26.11.2017 08:55:00,26.11.2017 00:00:00,01.01.1900 08:55:00,26.11.2017 06:55:00,26.11.2017 00:00:00,01.01.1900 06:55:00,26.11.2017 10:00:00,26.11.2017 00:00:00,01.01.1900 10:00:00,26.11.2017 08:00:00,26.11.2017 00:00:00,01.01.1900 08:00:00,"HEL","OUL",26.11.2017 00:00:00,26.11.2017 00:00:00,"      7","AY","J","319"
"AY",801,"0801","01",26.11.2017 09:00:00,26.11.2017 00:00:00,01.01.1900 09:00:00,26.11.2017 07:00:00,26.11.2017 00:00:00,01.01.1900 07:00:00,26.11.2017 09:00:00,26.11.2017 00:00:00,01.01.1900 09:00:00,26.11.2017 08:00:00,26.11.2017 00:00:00,01.01.1900 08:00:00,"HEL","ARN",29.10.2017 00:00:00,03.12.2017 00:00:00,"      7","AY","J","321"
"AY",1401,"1401","01",26.11.2017 09:20:00,26.11.2017 00:00:00,01.01.1900 09:20:00,26.11.2017 07:20:00,26.11.2017 00:00:00,01.01.1900 07:20:00,26.11.2017 10:55:00,26.11.2017 00:00:00,01.01.1900 10:55:00,26.11.2017 09:55:00,26.11.2017 00:00:00,01.01.1900 09:55:00,"HEL","MUC",04.11.2017 00:00:00,02.12.2017 00:00:00,"     67","AY","J","320"
"AY",1573,"1573","01",26.11.2017 09:25:00,26.11.2017 00:00:00,01.01.1900 09:25:00,26.11.2017 07:25:00,26.11.2017 00:00:00,01.01.1900 07:25:00,26.11.2017 11:30:00,26.11.2017 00:00:00,01.01.1900 11:30:00,26.11.2017 10:30:00,26.11.2017 00:00:00,01.01.1900 10:30:00,"HEL","CDG",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",1251,"1251","01",26.11.2017 09:30:00,26.11.2017 00:00:00,01.01.1900 09:30:00,26.11.2017 07:30:00,26.11.2017 00:00:00,01.01.1900 07:30:00,26.11.2017 10:50:00,26.11.2017 00:00:00,01.01.1900 10:50:00,26.11.2017 09:50:00,26.11.2017 00:00:00,01.01.1900 09:50:00,"HEL","BUD",26.11.2017 00:00:00,02.12.2017 00:00:00,"     67","AY","J","32B"
"AY",532,"0532","01",26.11.2017 09:35:00,26.11.2017 00:00:00,01.01.1900 09:35:00,26.11.2017 07:35:00,26.11.2017 00:00:00,01.01.1900 07:35:00,26.11.2017 10:50:00,26.11.2017 00:00:00,01.01.1900 10:50:00,26.11.2017 08:50:00,26.11.2017 00:00:00,01.01.1900 08:50:00,"RVN","HEL",26.11.2017 00:00:00,10.12.2017 00:00:00,"     67","AY","J","321"
"AY",1221,"1221","01",26.11.2017 09:40:00,26.11.2017 00:00:00,01.01.1900 09:40:00,26.11.2017 07:40:00,26.11.2017 00:00:00,01.01.1900 07:40:00,26.11.2017 10:45:00,26.11.2017 00:00:00,01.01.1900 10:45:00,26.11.2017 09:45:00,26.11.2017 00:00:00,01.01.1900 09:45:00,"HEL","PRG",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",637,"0637","01",26.11.2017 10:05:00,26.11.2017 00:00:00,01.01.1900 10:05:00,26.11.2017 08:05:00,26.11.2017 00:00:00,01.01.1900 08:05:00,26.11.2017 11:40:00,26.11.2017 00:00:00,01.01.1900 11:40:00,26.11.2017 09:40:00,26.11.2017 00:00:00,01.01.1900 09:40:00,"HEL","IVL",26.11.2017 00:00:00,26.11.2017 00:00:00,"      7","AY","J","321"
"AY",637,"0637","01",26.11.2017 10:10:00,26.11.2017 00:00:00,01.01.1900 10:10:00,26.11.2017 08:10:00,26.11.2017 00:00:00,01.01.1900 08:10:00,26.11.2017 11:40:00,26.11.2017 00:00:00,01.01.1900 11:40:00,26.11.2017 09:40:00,26.11.2017 00:00:00,01.01.1900 09:40:00,"HEL","KTT",29.10.2017 00:00:00,23.03.2018 00:00:00,"12345 7","AY","J","321"
"AY",1432,"1432","01",26.11.2017 09:20:00,26.11.2017 00:00:00,01.01.1900 09:20:00,26.11.2017 08:20:00,26.11.2017 00:00:00,01.01.1900 08:20:00,26.11.2017 12:10:00,26.11.2017 00:00:00,01.01.1900 12:10:00,26.11.2017 10:10:00,26.11.2017 00:00:00,01.01.1900 10:10:00,"TXL","HEL",19.11.2017 00:00:00,26.11.2017 00:00:00,"      7","AY","J","321"
"AY",436,"0436","01",26.11.2017 10:30:00,26.11.2017 00:00:00,01.01.1900 10:30:00,26.11.2017 08:30:00,26.11.2017 00:00:00,01.01.1900 08:30:00,26.11.2017 11:30:00,26.11.2017 00:00:00,01.01.1900 11:30:00,26.11.2017 09:30:00,26.11.2017 00:00:00,01.01.1900 09:30:00,"OUL","HEL",26.11.2017 00:00:00,26.11.2017 00:00:00,"      7","AY","J","319"
"AY",802,"0802","01",26.11.2017 09:55:00,26.11.2017 00:00:00,01.01.1900 09:55:00,26.11.2017 08:55:00,26.11.2017 00:00:00,01.01.1900 08:55:00,26.11.2017 11:50:00,26.11.2017 00:00:00,01.01.1900 11:50:00,26.11.2017 09:50:00,26.11.2017 00:00:00,01.01.1900 09:50:00,"ARN","HEL",29.10.2017 00:00:00,03.12.2017 00:00:00,"      7","AY","J","321"
"AY",1654,"1654","01",26.11.2017 10:15:00,26.11.2017 00:00:00,01.01.1900 10:15:00,26.11.2017 09:15:00,26.11.2017 00:00:00,01.01.1900 09:15:00,26.11.2017 15:10:00,26.11.2017 00:00:00,01.01.1900 15:10:00,26.11.2017 13:10:00,26.11.2017 00:00:00,01.01.1900 13:10:00,"BCN","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1662,"1662","01",26.11.2017 10:20:00,26.11.2017 00:00:00,01.01.1900 10:20:00,26.11.2017 09:20:00,26.11.2017 00:00:00,01.01.1900 09:20:00,26.11.2017 15:30:00,26.11.2017 00:00:00,01.01.1900 15:30:00,26.11.2017 13:30:00,26.11.2017 00:00:00,01.01.1900 13:30:00,"MAD","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1333,"1333","01",26.11.2017 11:25:00,26.11.2017 00:00:00,01.01.1900 11:25:00,26.11.2017 09:25:00,26.11.2017 00:00:00,01.01.1900 09:25:00,26.11.2017 12:35:00,26.11.2017 00:00:00,01.01.1900 12:35:00,26.11.2017 12:35:00,26.11.2017 00:00:00,01.01.1900 12:35:00,"HEL","LHR",29.10.2017 00:00:00,18.03.2018 00:00:00,"      7","AY","J","320"
