"PLAN_CARRIER_CODE","PLAN_FLIGHT_NUMBER","PLAN_FLIGHT_NUMBER_CHAR4","PLAN_FLIGHT_SEQ_NUMBER","PLAN_DEPARTURE_DATETIME_LOCAL","PLAN_DEPARTURE_DATE_LOCAL","PLAN_DEPARTURE_TIME_LOCAL","PLAN_DEPARTURE_DATETIME_UTC","PLAN_DEPARTURE_DATE_UTC","PLAN_DEPARTURE_TIME_UTC","PLAN_ARRIVAL_DATETIME_LOCAL","PLAN_ARRIVAL_DATE_LOCAL","PLAN_ARRIVAL_TIME_LOCAL","PLAN_ARRIVAL_DATETIME_UTC","PLAN_ARRIVAL_DATE_UTC","PLAN_ARRIVAL_TIME_UTC","PLAN_DEPARTURE_STATION","PLAN_ARRIVAL_STATION","PLAN_START_OF_OPERATION","PLAN_END_OF_OPERATION","PLAN_DAYS_OF_OPERATION","PLAN_AC_OWNER","PLAN_SERVICE_TYPE","PLAN_AC_TYPE"
"AY",861,"0861","01",27.11.2017 07:35:00,27.11.2017 00:00:00,01.01.1900 07:35:00,27.11.2017 05:35:00,27.11.2017 00:00:00,01.01.1900 05:35:00,27.11.2017 08:05:00,27.11.2017 00:00:00,01.01.1900 08:05:00,27.11.2017 07:05:00,27.11.2017 00:00:00,01.01.1900 07:05:00,"HEL","GOT",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","32B"
"AY",1541,"1541","01",27.11.2017 07:35:00,27.11.2017 00:00:00,01.01.1900 07:35:00,27.11.2017 05:35:00,27.11.2017 00:00:00,01.01.1900 05:35:00,27.11.2017 09:15:00,27.11.2017 00:00:00,01.01.1900 09:15:00,27.11.2017 08:15:00,27.11.2017 00:00:00,01.01.1900 08:15:00,"HEL","BRU",15.11.2017 00:00:00,27.11.2017 00:00:00,"1 3    ","AY","J","319"
"AY",1391,"1391","01",27.11.2017 07:40:00,27.11.2017 00:00:00,01.01.1900 07:40:00,27.11.2017 05:40:00,27.11.2017 00:00:00,01.01.1900 05:40:00,27.11.2017 09:05:00,27.11.2017 00:00:00,01.01.1900 09:05:00,27.11.2017 08:05:00,27.11.2017 00:00:00,01.01.1900 08:05:00,"HEL","DUS",27.11.2017 00:00:00,30.11.2017 00:00:00,"1  4   ","AY","J","319"
"AY",951,"0951","01",27.11.2017 07:40:00,27.11.2017 00:00:00,01.01.1900 07:40:00,27.11.2017 05:40:00,27.11.2017 00:00:00,01.01.1900 05:40:00,27.11.2017 08:15:00,27.11.2017 00:00:00,01.01.1900 08:15:00,27.11.2017 07:15:00,27.11.2017 00:00:00,01.01.1900 07:15:00,"HEL","CPH",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","319"
"AY",911,"0911","01",27.11.2017 07:40:00,27.11.2017 00:00:00,01.01.1900 07:40:00,27.11.2017 05:40:00,27.11.2017 00:00:00,01.01.1900 05:40:00,27.11.2017 08:10:00,27.11.2017 00:00:00,01.01.1900 08:10:00,27.11.2017 07:10:00,27.11.2017 00:00:00,01.01.1900 07:10:00,"HEL","OSL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",1411,"1411","01",27.11.2017 07:40:00,27.11.2017 00:00:00,01.01.1900 07:40:00,27.11.2017 05:40:00,27.11.2017 00:00:00,01.01.1900 05:40:00,27.11.2017 09:20:00,27.11.2017 00:00:00,01.01.1900 09:20:00,27.11.2017 08:20:00,27.11.2017 00:00:00,01.01.1900 08:20:00,"HEL","FRA",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",1431,"1431","01",27.11.2017 07:45:00,27.11.2017 00:00:00,01.01.1900 07:45:00,27.11.2017 05:45:00,27.11.2017 00:00:00,01.01.1900 05:45:00,27.11.2017 08:40:00,27.11.2017 00:00:00,01.01.1900 08:40:00,27.11.2017 07:40:00,27.11.2017 00:00:00,01.01.1900 07:40:00,"HEL","TXL",21.11.2017 00:00:00,27.11.2017 00:00:00,"12     ","AY","J","321"
"AY",432,"0432","01",27.11.2017 07:45:00,27.11.2017 00:00:00,01.01.1900 07:45:00,27.11.2017 05:45:00,27.11.2017 00:00:00,01.01.1900 05:45:00,27.11.2017 08:45:00,27.11.2017 00:00:00,01.01.1900 08:45:00,27.11.2017 06:45:00,27.11.2017 00:00:00,01.01.1900 06:45:00,"OUL","HEL",21.11.2017 00:00:00,27.11.2017 00:00:00,"12 45  ","AY","J","320"
"AY",361,"0361","01",27.11.2017 07:45:00,27.11.2017 00:00:00,01.01.1900 07:45:00,27.11.2017 05:45:00,27.11.2017 00:00:00,01.01.1900 05:45:00,27.11.2017 08:35:00,27.11.2017 00:00:00,01.01.1900 08:35:00,27.11.2017 06:35:00,27.11.2017 00:00:00,01.01.1900 06:35:00,"HEL","KUO",09.11.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",531,"0531","01",27.11.2017 07:50:00,27.11.2017 00:00:00,01.01.1900 07:50:00,27.11.2017 05:50:00,27.11.2017 00:00:00,01.01.1900 05:50:00,27.11.2017 09:10:00,27.11.2017 00:00:00,01.01.1900 09:10:00,27.11.2017 07:10:00,27.11.2017 00:00:00,01.01.1900 07:10:00,"HEL","RVN",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","321"
"AY",1511,"1511","01",27.11.2017 07:55:00,27.11.2017 00:00:00,01.01.1900 07:55:00,27.11.2017 05:55:00,27.11.2017 00:00:00,01.01.1900 05:55:00,27.11.2017 09:45:00,27.11.2017 00:00:00,01.01.1900 09:45:00,27.11.2017 08:45:00,27.11.2017 00:00:00,01.01.1900 08:45:00,"HEL","ZRH",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1401,"1401","01",27.11.2017 08:00:00,27.11.2017 00:00:00,01.01.1900 08:00:00,27.11.2017 06:00:00,27.11.2017 00:00:00,01.01.1900 06:00:00,27.11.2017 09:30:00,27.11.2017 00:00:00,01.01.1900 09:30:00,27.11.2017 08:30:00,27.11.2017 00:00:00,01.01.1900 08:30:00,"HEL","MUC",22.11.2017 00:00:00,27.11.2017 00:00:00,"1 3    ","AY","J","320"
"AY",801,"0801","01",27.11.2017 08:00:00,27.11.2017 00:00:00,01.01.1900 08:00:00,27.11.2017 06:00:00,27.11.2017 00:00:00,01.01.1900 06:00:00,27.11.2017 08:00:00,27.11.2017 00:00:00,01.01.1900 08:00:00,27.11.2017 07:00:00,27.11.2017 00:00:00,01.01.1900 07:00:00,"HEL","ARN",09.11.2017 00:00:00,29.11.2017 00:00:00,"1 34   ","AY","J","321"
"AY",1331,"1331","01",27.11.2017 08:00:00,27.11.2017 00:00:00,01.01.1900 08:00:00,27.11.2017 06:00:00,27.11.2017 00:00:00,01.01.1900 06:00:00,27.11.2017 09:10:00,27.11.2017 00:00:00,01.01.1900 09:10:00,27.11.2017 09:10:00,27.11.2017 00:00:00,01.01.1900 09:10:00,"HEL","LHR",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",1751,"1751","01",27.11.2017 08:05:00,27.11.2017 00:00:00,01.01.1900 08:05:00,27.11.2017 06:05:00,27.11.2017 00:00:00,01.01.1900 06:05:00,27.11.2017 10:10:00,27.11.2017 00:00:00,01.01.1900 10:10:00,27.11.2017 09:10:00,27.11.2017 00:00:00,01.01.1900 09:10:00,"HEL","MXP",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","320"
"AY",962,"0962","01",27.11.2017 07:15:00,27.11.2017 00:00:00,01.01.1900 07:15:00,27.11.2017 06:15:00,27.11.2017 00:00:00,01.01.1900 06:15:00,27.11.2017 09:50:00,27.11.2017 00:00:00,01.01.1900 09:50:00,27.11.2017 07:50:00,27.11.2017 00:00:00,01.01.1900 07:50:00,"CPH","HEL",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","320"
"AY",1301,"1301","01",27.11.2017 08:15:00,27.11.2017 00:00:00,01.01.1900 08:15:00,27.11.2017 06:15:00,27.11.2017 00:00:00,01.01.1900 06:15:00,27.11.2017 09:55:00,27.11.2017 00:00:00,01.01.1900 09:55:00,27.11.2017 08:55:00,27.11.2017 00:00:00,01.01.1900 08:55:00,"HEL","AMS",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1961,"1961","01",27.11.2017 08:20:00,27.11.2017 00:00:00,01.01.1900 08:20:00,27.11.2017 06:20:00,27.11.2017 00:00:00,01.01.1900 06:20:00,27.11.2017 16:30:00,27.11.2017 00:00:00,01.01.1900 16:30:00,27.11.2017 12:30:00,27.11.2017 00:00:00,01.01.1900 12:30:00,"HEL","DXB",30.10.2017 00:00:00,23.03.2018 00:00:00,"1 3 5  ","AY","J","32B"
"AY",1471,"1471","01",27.11.2017 08:30:00,27.11.2017 00:00:00,01.01.1900 08:30:00,27.11.2017 06:30:00,27.11.2017 00:00:00,01.01.1900 06:30:00,27.11.2017 10:00:00,27.11.2017 00:00:00,01.01.1900 10:00:00,27.11.2017 09:00:00,27.11.2017 00:00:00,01.01.1900 09:00:00,"HEL","VIE",26.11.2017 00:00:00,03.12.2017 00:00:00,"1     7","AY","J","32B"
"AY",434,"0434","01",27.11.2017 08:45:00,27.11.2017 00:00:00,01.01.1900 08:45:00,27.11.2017 06:45:00,27.11.2017 00:00:00,01.01.1900 06:45:00,27.11.2017 09:45:00,27.11.2017 00:00:00,01.01.1900 09:45:00,27.11.2017 07:45:00,27.11.2017 00:00:00,01.01.1900 07:45:00,"OUL","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","320"
"AY",362,"0362","01",27.11.2017 09:00:00,27.11.2017 00:00:00,01.01.1900 09:00:00,27.11.2017 07:00:00,27.11.2017 00:00:00,01.01.1900 07:00:00,27.11.2017 09:50:00,27.11.2017 00:00:00,01.01.1900 09:50:00,27.11.2017 07:50:00,27.11.2017 00:00:00,01.01.1900 07:50:00,"KUO","HEL",09.11.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",1573,"1573","01",27.11.2017 09:25:00,27.11.2017 00:00:00,01.01.1900 09:25:00,27.11.2017 07:25:00,27.11.2017 00:00:00,01.01.1900 07:25:00,27.11.2017 11:30:00,27.11.2017 00:00:00,01.01.1900 11:30:00,27.11.2017 10:30:00,27.11.2017 00:00:00,01.01.1900 10:30:00,"HEL","CDG",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","319"
"AY",1340,"1340","01",27.11.2017 07:30:00,27.11.2017 00:00:00,01.01.1900 07:30:00,27.11.2017 07:30:00,27.11.2017 00:00:00,01.01.1900 07:30:00,27.11.2017 12:20:00,27.11.2017 00:00:00,01.01.1900 12:20:00,27.11.2017 10:20:00,27.11.2017 00:00:00,01.01.1900 10:20:00,"LHR","HEL",30.10.2017 00:00:00,23.12.2017 00:00:00,"123456 ","AY","J","319"
"AY",435,"0435","01",27.11.2017 09:30:00,27.11.2017 00:00:00,01.01.1900 09:30:00,27.11.2017 07:30:00,27.11.2017 00:00:00,01.01.1900 07:30:00,27.11.2017 10:35:00,27.11.2017 00:00:00,01.01.1900 10:35:00,27.11.2017 08:35:00,27.11.2017 00:00:00,01.01.1900 08:35:00,"HEL","OUL",13.11.2017 00:00:00,06.12.2017 00:00:00,"1 3    ","AY","J","319"
"AY",1251,"1251","01",27.11.2017 09:30:00,27.11.2017 00:00:00,01.01.1900 09:30:00,27.11.2017 07:30:00,27.11.2017 00:00:00,01.01.1900 07:30:00,27.11.2017 10:50:00,27.11.2017 00:00:00,01.01.1900 10:50:00,27.11.2017 09:50:00,27.11.2017 00:00:00,01.01.1900 09:50:00,"HEL","BUD",27.11.2017 00:00:00,30.11.2017 00:00:00,"1 34   ","AY","J","320"
"AY",1221,"1221","01",27.11.2017 09:40:00,27.11.2017 00:00:00,01.01.1900 09:40:00,27.11.2017 07:40:00,27.11.2017 00:00:00,01.01.1900 07:40:00,27.11.2017 10:45:00,27.11.2017 00:00:00,01.01.1900 10:45:00,27.11.2017 09:45:00,27.11.2017 00:00:00,01.01.1900 09:45:00,"HEL","PRG",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",532,"0532","01",27.11.2017 09:40:00,27.11.2017 00:00:00,01.01.1900 09:40:00,27.11.2017 07:40:00,27.11.2017 00:00:00,01.01.1900 07:40:00,27.11.2017 10:55:00,27.11.2017 00:00:00,01.01.1900 10:55:00,27.11.2017 08:55:00,27.11.2017 00:00:00,01.01.1900 08:55:00,"RVN","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","321"
"AY",802,"0802","01",27.11.2017 08:40:00,27.11.2017 00:00:00,01.01.1900 08:40:00,27.11.2017 07:40:00,27.11.2017 00:00:00,01.01.1900 07:40:00,27.11.2017 10:35:00,27.11.2017 00:00:00,01.01.1900 10:35:00,27.11.2017 08:35:00,27.11.2017 00:00:00,01.01.1900 08:35:00,"ARN","HEL",09.11.2017 00:00:00,29.11.2017 00:00:00,"1 34   ","AY","J","321"
"AY",862,"0862","01",27.11.2017 08:45:00,27.11.2017 00:00:00,01.01.1900 08:45:00,27.11.2017 07:45:00,27.11.2017 00:00:00,01.01.1900 07:45:00,27.11.2017 11:05:00,27.11.2017 00:00:00,01.01.1900 11:05:00,27.11.2017 09:05:00,27.11.2017 00:00:00,01.01.1900 09:05:00,"GOT","HEL",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","32B"
"AY",912,"0912","01",27.11.2017 08:50:00,27.11.2017 00:00:00,01.01.1900 08:50:00,27.11.2017 07:50:00,27.11.2017 00:00:00,01.01.1900 07:50:00,27.11.2017 11:10:00,27.11.2017 00:00:00,01.01.1900 11:10:00,27.11.2017 09:10:00,27.11.2017 00:00:00,01.01.1900 09:10:00,"OSL","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",952,"0952","01",27.11.2017 08:55:00,27.11.2017 00:00:00,01.01.1900 08:55:00,27.11.2017 07:55:00,27.11.2017 00:00:00,01.01.1900 07:55:00,27.11.2017 11:30:00,27.11.2017 00:00:00,01.01.1900 11:30:00,27.11.2017 09:30:00,27.11.2017 00:00:00,01.01.1900 09:30:00,"CPH","HEL",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","319"
"AY",605,"0605","01",27.11.2017 10:00:00,27.11.2017 00:00:00,01.01.1900 10:00:00,27.11.2017 08:00:00,27.11.2017 00:00:00,01.01.1900 08:00:00,27.11.2017 11:35:00,27.11.2017 00:00:00,01.01.1900 11:35:00,27.11.2017 09:35:00,27.11.2017 00:00:00,01.01.1900 09:35:00,"HEL","IVL",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","320"
"AY",637,"0637","01",27.11.2017 10:10:00,27.11.2017 00:00:00,01.01.1900 10:10:00,27.11.2017 08:10:00,27.11.2017 00:00:00,01.01.1900 08:10:00,27.11.2017 11:40:00,27.11.2017 00:00:00,01.01.1900 11:40:00,27.11.2017 09:40:00,27.11.2017 00:00:00,01.01.1900 09:40:00,"HEL","KTT",29.10.2017 00:00:00,23.03.2018 00:00:00,"12345 7","AY","J","321"
"AY",805,"0805","01",27.11.2017 10:35:00,27.11.2017 00:00:00,01.01.1900 10:35:00,27.11.2017 08:35:00,27.11.2017 00:00:00,01.01.1900 08:35:00,27.11.2017 10:35:00,27.11.2017 00:00:00,01.01.1900 10:35:00,27.11.2017 09:35:00,27.11.2017 00:00:00,01.01.1900 09:35:00,"HEL","ARN",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","320"
"AY",1432,"1432","01",27.11.2017 09:55:00,27.11.2017 00:00:00,01.01.1900 09:55:00,27.11.2017 08:55:00,27.11.2017 00:00:00,01.01.1900 08:55:00,27.11.2017 12:45:00,27.11.2017 00:00:00,01.01.1900 12:45:00,27.11.2017 10:45:00,27.11.2017 00:00:00,01.01.1900 10:45:00,"TXL","HEL",21.11.2017 00:00:00,27.11.2017 00:00:00,"12     ","AY","J","321"
"AY",436,"0436","01",27.11.2017 11:05:00,27.11.2017 00:00:00,01.01.1900 11:05:00,27.11.2017 09:05:00,27.11.2017 00:00:00,01.01.1900 09:05:00,27.11.2017 12:05:00,27.11.2017 00:00:00,01.01.1900 12:05:00,27.11.2017 10:05:00,27.11.2017 00:00:00,01.01.1900 10:05:00,"OUL","HEL",30.10.2017 00:00:00,20.12.2017 00:00:00,"1 3    ","AY","J","319"
"AY",1654,"1654","01",27.11.2017 10:15:00,27.11.2017 00:00:00,01.01.1900 10:15:00,27.11.2017 09:15:00,27.11.2017 00:00:00,01.01.1900 09:15:00,27.11.2017 15:10:00,27.11.2017 00:00:00,01.01.1900 15:10:00,27.11.2017 13:10:00,27.11.2017 00:00:00,01.01.1900 13:10:00,"BCN","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1662,"1662","01",27.11.2017 10:20:00,27.11.2017 00:00:00,01.01.1900 10:20:00,27.11.2017 09:20:00,27.11.2017 00:00:00,01.01.1900 09:20:00,27.11.2017 15:30:00,27.11.2017 00:00:00,01.01.1900 15:30:00,27.11.2017 13:30:00,27.11.2017 00:00:00,01.01.1900 13:30:00,"MAD","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1682,"1682","01",27.11.2017 10:30:00,27.11.2017 00:00:00,01.01.1900 10:30:00,27.11.2017 09:30:00,27.11.2017 00:00:00,01.01.1900 09:30:00,27.11.2017 16:00:00,27.11.2017 00:00:00,01.01.1900 16:00:00,27.11.2017 14:00:00,27.11.2017 00:00:00,01.01.1900 14:00:00,"AGP","HEL",30.10.2017 00:00:00,04.12.2017 00:00:00,"1 3 56 ","AY","J","32B"
"AY",1433,"1433","01",27.11.2017 11:30:00,27.11.2017 00:00:00,01.01.1900 11:30:00,27.11.2017 09:30:00,27.11.2017 00:00:00,01.01.1900 09:30:00,27.11.2017 12:25:00,27.11.2017 00:00:00,01.01.1900 12:25:00,27.11.2017 11:25:00,27.11.2017 00:00:00,01.01.1900 11:25:00,"HEL","TXL",23.11.2017 00:00:00,27.11.2017 00:00:00,"1  4   ","AY","J","321"
"AY",485,"0485","01",27.11.2017 11:50:00,27.11.2017 00:00:00,01.01.1900 11:50:00,27.11.2017 09:50:00,27.11.2017 00:00:00,01.01.1900 09:50:00,27.11.2017 13:05:00,27.11.2017 00:00:00,01.01.1900 13:05:00,27.11.2017 11:05:00,27.11.2017 00:00:00,01.01.1900 11:05:00,"HEL","KAO",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","32B"
"AY",863,"0863","01",27.11.2017 11:50:00,27.11.2017 00:00:00,01.01.1900 11:50:00,27.11.2017 09:50:00,27.11.2017 00:00:00,01.01.1900 09:50:00,27.11.2017 12:15:00,27.11.2017 00:00:00,01.01.1900 12:15:00,27.11.2017 11:15:00,27.11.2017 00:00:00,01.01.1900 11:15:00,"HEL","GOT",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","319"
"AY",1512,"1512","01",27.11.2017 10:55:00,27.11.2017 00:00:00,01.01.1900 10:55:00,27.11.2017 09:55:00,27.11.2017 00:00:00,01.01.1900 09:55:00,27.11.2017 14:45:00,27.11.2017 00:00:00,01.01.1900 14:45:00,27.11.2017 12:45:00,27.11.2017 00:00:00,01.01.1900 12:45:00,"ZRH","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1770,"1770","01",27.11.2017 10:55:00,27.11.2017 00:00:00,01.01.1900 10:55:00,27.11.2017 09:55:00,27.11.2017 00:00:00,01.01.1900 09:55:00,27.11.2017 15:20:00,27.11.2017 00:00:00,01.01.1900 15:20:00,27.11.2017 13:20:00,27.11.2017 00:00:00,01.01.1900 13:20:00,"FCO","HEL",24.11.2017 00:00:00,27.11.2017 00:00:00,"1   56 ","AY","J","32B"
"AY",1731,"1731","01",27.11.2017 11:55:00,27.11.2017 00:00:00,01.01.1900 11:55:00,27.11.2017 09:55:00,27.11.2017 00:00:00,01.01.1900 09:55:00,27.11.2017 15:40:00,27.11.2017 00:00:00,01.01.1900 15:40:00,27.11.2017 15:40:00,27.11.2017 00:00:00,01.01.1900 15:40:00,"HEL","FNC",30.10.2017 00:00:00,19.03.2018 00:00:00,"1      ","AY","J","32B"
"AY",953,"0953","01",27.11.2017 12:00:00,27.11.2017 00:00:00,01.01.1900 12:00:00,27.11.2017 10:00:00,27.11.2017 00:00:00,01.01.1900 10:00:00,27.11.2017 12:40:00,27.11.2017 00:00:00,01.01.1900 12:40:00,27.11.2017 11:40:00,27.11.2017 00:00:00,01.01.1900 11:40:00,"HEL","CPH",26.11.2017 00:00:00,03.12.2017 00:00:00,"1     7","AY","J","319"
"AY",606,"0606","01",27.11.2017 12:10:00,27.11.2017 00:00:00,01.01.1900 12:10:00,27.11.2017 10:10:00,27.11.2017 00:00:00,01.01.1900 10:10:00,27.11.2017 13:40:00,27.11.2017 00:00:00,01.01.1900 13:40:00,27.11.2017 11:40:00,27.11.2017 00:00:00,01.01.1900 11:40:00,"IVL","HEL",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","320"
"AY",806,"0806","01",27.11.2017 11:10:00,27.11.2017 00:00:00,01.01.1900 11:10:00,27.11.2017 10:10:00,27.11.2017 00:00:00,01.01.1900 10:10:00,27.11.2017 13:05:00,27.11.2017 00:00:00,01.01.1900 13:05:00,27.11.2017 11:05:00,27.11.2017 00:00:00,01.01.1900 11:05:00,"ARN","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","320"
"AY",1575,"1575","01",27.11.2017 12:15:00,27.11.2017 00:00:00,01.01.1900 12:15:00,27.11.2017 10:15:00,27.11.2017 00:00:00,01.01.1900 10:15:00,27.11.2017 14:20:00,27.11.2017 00:00:00,01.01.1900 14:20:00,27.11.2017 13:20:00,27.11.2017 00:00:00,01.01.1900 13:20:00,"HEL","CDG",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","319"
"AY",1472,"1472","01",27.11.2017 11:15:00,27.11.2017 00:00:00,01.01.1900 11:15:00,27.11.2017 10:15:00,27.11.2017 00:00:00,01.01.1900 10:15:00,27.11.2017 14:40:00,27.11.2017 00:00:00,01.01.1900 14:40:00,27.11.2017 12:40:00,27.11.2017 00:00:00,01.01.1900 12:40:00,"VIE","HEL",26.11.2017 00:00:00,03.12.2017 00:00:00,"1     7","AY","J","32B"
"AY",637,"0637","02",27.11.2017 12:15:00,27.11.2017 00:00:00,01.01.1900 12:15:00,27.11.2017 10:15:00,27.11.2017 00:00:00,01.01.1900 10:15:00,27.11.2017 12:45:00,27.11.2017 00:00:00,01.01.1900 12:45:00,27.11.2017 10:45:00,27.11.2017 00:00:00,01.01.1900 10:45:00,"KTT","IVL",29.10.2017 00:00:00,24.12.2017 00:00:00,"12345 7","AY","J","321"
"AY",533,"0533","01",27.11.2017 12:20:00,27.11.2017 00:00:00,01.01.1900 12:20:00,27.11.2017 10:20:00,27.11.2017 00:00:00,01.01.1900 10:20:00,27.11.2017 13:40:00,27.11.2017 00:00:00,01.01.1900 13:40:00,27.11.2017 11:40:00,27.11.2017 00:00:00,01.01.1900 11:40:00,"HEL","RVN",23.11.2017 00:00:00,02.12.2017 00:00:00,"1234567","AY","J","321"
"AY",1332,"1332","01",27.11.2017 10:20:00,27.11.2017 00:00:00,01.01.1900 10:20:00,27.11.2017 10:20:00,27.11.2017 00:00:00,01.01.1900 10:20:00,27.11.2017 15:15:00,27.11.2017 00:00:00,01.01.1900 15:15:00,27.11.2017 13:15:00,27.11.2017 00:00:00,01.01.1900 13:15:00,"LHR","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",1222,"1222","01",27.11.2017 11:25:00,27.11.2017 00:00:00,01.01.1900 11:25:00,27.11.2017 10:25:00,27.11.2017 00:00:00,01.01.1900 10:25:00,27.11.2017 14:35:00,27.11.2017 00:00:00,01.01.1900 14:35:00,27.11.2017 12:35:00,27.11.2017 00:00:00,01.01.1900 12:35:00,"PRG","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",1752,"1752","01",27.11.2017 11:25:00,27.11.2017 00:00:00,01.01.1900 11:25:00,27.11.2017 10:25:00,27.11.2017 00:00:00,01.01.1900 10:25:00,27.11.2017 15:30:00,27.11.2017 00:00:00,01.01.1900 15:30:00,27.11.2017 13:30:00,27.11.2017 00:00:00,01.01.1900 13:30:00,"MXP","HEL",27.11.2017 00:00:00,27.11.2017 00:00:00,"1      ","AY","J","320"
"AY",1252,"1252","01",27.11.2017 11:35:00,27.11.2017 00:00:00,01.01.1900 11:35:00,27.11.2017 10:35:00,27.11.2017 00:00:00,01.01.1900 10:35:00,27.11.2017 14:55:00,27.11.2017 00:00:00,01.01.1900 14:55:00,27.11.2017 12:55:00,27.11.2017 00:00:00,01.01.1900 12:55:00,"BUD","HEL",27.11.2017 00:00:00,30.11.2017 00:00:00,"1 34   ","AY","J","320"
"AY",1412,"1412","01",27.11.2017 11:35:00,27.11.2017 00:00:00,01.01.1900 11:35:00,27.11.2017 10:35:00,27.11.2017 00:00:00,01.01.1900 10:35:00,27.11.2017 15:10:00,27.11.2017 00:00:00,01.01.1900 15:10:00,27.11.2017 13:10:00,27.11.2017 00:00:00,01.01.1900 13:10:00,"FRA","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",1542,"1542","01",27.11.2017 11:40:00,27.11.2017 00:00:00,01.01.1900 11:40:00,27.11.2017 10:40:00,27.11.2017 00:00:00,01.01.1900 10:40:00,27.11.2017 15:15:00,27.11.2017 00:00:00,01.01.1900 15:15:00,27.11.2017 13:15:00,27.11.2017 00:00:00,01.01.1900 13:15:00,"BRU","HEL",15.11.2017 00:00:00,27.11.2017 00:00:00,"1 3    ","AY","J","319"
"AY",437,"0437","01",27.11.2017 12:40:00,27.11.2017 00:00:00,01.01.1900 12:40:00,27.11.2017 10:40:00,27.11.2017 00:00:00,01.01.1900 10:40:00,27.11.2017 13:45:00,27.11.2017 00:00:00,01.01.1900 13:45:00,27.11.2017 11:45:00,27.11.2017 00:00:00,01.01.1900 11:45:00,"HEL","OUL",30.10.2017 00:00:00,20.12.2017 00:00:00,"1 3    ","AY","J","319"
"AY",1302,"1302","01",27.11.2017 11:45:00,27.11.2017 00:00:00,01.01.1900 11:45:00,27.11.2017 10:45:00,27.11.2017 00:00:00,01.01.1900 10:45:00,27.11.2017 15:05:00,27.11.2017 00:00:00,01.01.1900 15:05:00,27.11.2017 13:05:00,27.11.2017 00:00:00,01.01.1900 13:05:00,"AMS","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1392,"1392","01",27.11.2017 11:45:00,27.11.2017 00:00:00,01.01.1900 11:45:00,27.11.2017 10:45:00,27.11.2017 00:00:00,01.01.1900 10:45:00,27.11.2017 15:10:00,27.11.2017 00:00:00,01.01.1900 15:10:00,27.11.2017 13:10:00,27.11.2017 00:00:00,01.01.1900 13:10:00,"DUS","HEL",27.11.2017 00:00:00,30.11.2017 00:00:00,"1  4   ","AY","J","319"
"AY",1402,"1402","01",27.11.2017 12:00:00,27.11.2017 00:00:00,01.01.1900 12:00:00,27.11.2017 11:00:00,27.11.2017 00:00:00,01.01.1900 11:00:00,27.11.2017 15:35:00,27.11.2017 00:00:00,01.01.1900 15:35:00,27.11.2017 13:35:00,27.11.2017 00:00:00,01.01.1900 13:35:00,"MUC","HEL",22.11.2017 00:00:00,27.11.2017 00:00:00,"1 3  67","AY","J","320"
